,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance
10333,No,Air Miles,Postcard,High,1,No,High,1,1,6,Yes,861.5
10334,No,Air Miles,Letter,Medium,2,No,Low,1,1,3,Yes,1115.0
10335,No,Points,Letter,Medium,2,Yes,High,2,1,2,Yes,1425.0
10336,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,No,1065.0
10337,No,Points,Postcard,Low,1,No,Low,2,1,2,No,1038.0
10338,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,117.5
10339,No,Air Miles,Letter,Low,1,Yes,Low,1,1,3,Yes,1186.25
10340,No,Cash Back,Postcard,Low,2,No,High,3,1,2,Yes,1198.75
10341,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,789.5
10342,No,Air Miles,Letter,Medium,2,No,High,3,1,3,Yes,1108.25
10343,No,Cash Back,Postcard,High,2,No,Medium,2,1,2,Yes,1146.25
10344,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,5,Yes,874.75
10345,No,Cash Back,Postcard,Low,1,No,High,1,1,4,Yes,784.25
10346,No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,1270.0
10347,No,Points,Letter,Low,1,Yes,Medium,3,1,4,No,1188.75
10348,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,786.25
10349,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,1209.5
10350,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,3,Yes,771.25
10351,No,Points,Letter,Low,2,Yes,High,2,2,2,Yes,676.75
10352,No,Air Miles,Letter,Low,1,No,Low,2,2,4,Yes,204.75
10353,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,680.0
10354,No,Cash Back,Letter,High,1,No,Low,2,1,3,No,1208.5
10355,No,Cash Back,Postcard,High,1,No,Low,3,1,2,No,1005.5
10356,No,Points,Letter,Medium,1,No,Medium,2,2,4,No,1127.0
10357,No,Points,Letter,High,1,No,High,1,1,3,Yes,947.75
10358,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,1369.25
10359,No,Air Miles,Postcard,High,1,No,Low,2,1,5,No,893.25
10360,No,Points,Postcard,Low,1,No,High,2,1,4,Yes,964.75
10361,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,150.0
10362,No,Points,Postcard,High,2,No,Medium,3,2,4,Yes,1075.25
10363,No,Air Miles,Letter,Medium,1,No,Low,3,2,2,Yes,729.0
10364,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1353.75
10365,No,Points,Postcard,Medium,2,No,High,1,1,4,Yes,1109.75
10366,No,Cash Back,Letter,Low,1,No,High,2,1,4,No,1087.0
10367,No,Points,Letter,Medium,1,No,Medium,2,2,6,No,780.25
10368,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,755.25
10369,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1361.5
10370,No,Air Miles,Postcard,High,2,No,High,1,1,2,Yes,1434.0
10371,No,Points,Postcard,High,1,No,Medium,2,2,5,Yes,962.75
10372,No,Cash Back,Postcard,Medium,2,Yes,Medium,2,1,3,No,996.25
10373,No,Points,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1258.5
10374,No,Points,Letter,Medium,1,No,Low,1,1,3,No,1233.25
10375,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1144.75
10376,No,Air Miles,Postcard,Medium,2,No,Medium,3,2,3,No,234.0
10377,No,Cash Back,Postcard,Low,2,No,Medium,3,1,5,No,1086.75
10378,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,No,1135.0
10379,No,Air Miles,Letter,High,1,No,Low,1,1,6,Yes,997.5
10380,No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,1044.75
10381,No,Cash Back,Postcard,Low,1,No,High,2,1,4,Yes,944.25
10382,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1394.75
10383,No,Points,Letter,Medium,1,No,High,2,1,3,No,1101.75
10384,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1521.0
10385,No,Air Miles,Letter,High,1,Yes,Low,2,2,4,Yes,315.75
10386,No,Points,Letter,Low,1,No,Low,1,2,4,No,932.75
10387,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1024.5
10388,No,Air Miles,Letter,Medium,1,No,Medium,1,2,3,Yes,1484.5
10389,No,Points,Postcard,High,1,No,High,1,1,3,No,144.25
10390,No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,992.0
10391,No,Air Miles,Letter,High,2,No,High,1,1,5,Yes,1239.75
10392,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1253.5
10393,No,Points,Letter,High,1,Yes,Medium,3,2,3,Yes,980.75
10394,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,874.75
10395,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,917.75
10396,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,687.25
10397,No,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,699.0
10398,No,Points,Postcard,Medium,2,Yes,High,1,1,2,Yes,1022.25
10399,No,Air Miles,Letter,High,1,No,High,2,2,4,Yes,247.0
10400,No,Air Miles,Postcard,High,1,Yes,High,3,1,3,Yes,869.0
10401,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,1181.25
10402,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,Yes,967.25
10403,No,Air Miles,Postcard,Low,2,Yes,Low,1,1,4,Yes,984.25
10404,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,No,881.25
10405,No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,214.5
10406,No,Cash Back,Letter,Low,2,No,High,2,1,3,Yes,1040.5
10407,No,Points,Letter,Medium,1,No,High,2,1,4,No,953.25
10408,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,2,Yes,1522.25
10409,No,Cash Back,Letter,Medium,1,No,High,3,2,4,Yes,1125.0
10410,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,182.75
10411,No,Air Miles,Postcard,High,2,No,High,1,2,4,No,1148.0
10412,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1214.75
10413,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,No,1075.25
10414,No,Points,Letter,Medium,1,No,Medium,1,1,3,No,998.5
10415,No,Points,Letter,Low,2,No,Low,1,1,4,Yes,1234.25
10416,No,Points,Letter,High,2,No,Low,2,1,6,No,1193.5
10417,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,1068.75
10418,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,189.0
10419,No,Cash Back,Letter,High,1,No,High,2,1,4,No,1005.0
10420,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,981.25
10421,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1110.75
10422,No,Air Miles,Postcard,Medium,1,No,High,1,2,4,No,1286.25
10423,No,Cash Back,Letter,Low,2,No,Low,3,3,3,Yes,1442.75
10424,No,Points,Letter,Medium,1,No,Low,3,1,5,Yes,1247.25
10425,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1158.75
10426,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1026.25
10427,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,934.5
10428,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,896.0
10429,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,1190.25
10430,No,Points,Postcard,Medium,1,No,High,2,1,3,No,915.0
10431,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1463.5
10432,No,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1101.75
10433,No,Cash Back,Letter,Medium,2,No,Low,3,1,5,No,1205.25
10434,No,Points,Postcard,Low,1,No,Medium,1,2,5,Yes,1151.75
10435,No,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,185.25
10436,No,Air Miles,Letter,High,1,Yes,Low,2,1,3,No,778.75
10437,No,Points,Postcard,High,1,No,High,1,1,5,Yes,180.25
10438,No,Cash Back,Postcard,High,1,Yes,Low,3,1,4,No,150.5
10439,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,2,No,1036.0
10440,No,Points,Letter,High,2,No,Low,1,1,4,Yes,899.25
10441,No,Cash Back,Postcard,Low,1,Yes,Low,3,1,3,Yes,1190.0
10442,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,916.75
10443,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1162.5
10444,No,Points,Letter,High,2,Yes,Medium,2,1,4,Yes,1099.25
10445,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,647.25
10446,No,Points,Letter,Medium,1,No,Medium,2,1,5,No,687.0
10447,No,Points,Postcard,Medium,2,No,High,2,1,5,No,1277.75
10448,No,Air Miles,Postcard,Low,1,No,Medium,2,2,1,No,251.75
10449,No,Air Miles,Letter,Medium,1,No,High,1,1,5,Yes,1122.0
10450,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,1038.75
10451,No,Air Miles,Letter,Medium,2,Yes,Medium,2,1,4,No,1319.25
10452,No,Cash Back,Letter,Medium,1,No,High,1,1,4,Yes,1111.25
10453,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,993.5
10454,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1263.0
10455,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1470.25
10456,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,2,Yes,1026.5
10457,No,Air Miles,Letter,High,1,No,High,3,1,5,No,701.75
10458,No,Air Miles,Letter,Medium,2,No,Low,1,2,3,Yes,703.5
10459,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,930.75
10460,No,Air Miles,Postcard,Medium,2,No,Low,3,1,3,Yes,937.0
10461,No,Cash Back,Letter,Medium,1,No,Low,2,2,6,Yes,324.75
10462,No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,1182.0
10463,No,Air Miles,Letter,Medium,2,No,High,2,1,4,No,919.5
10464,No,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1257.25
10465,No,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,249.75
10466,No,Air Miles,Letter,High,2,No,High,3,1,6,Yes,983.0
10467,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,969.5
10468,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,990.0
10469,No,Cash Back,Letter,High,1,No,High,2,2,4,No,822.0
10470,No,Cash Back,Postcard,High,1,No,High,1,1,3,Yes,1428.5
10471,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1028.25
10472,No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1129.25
10473,No,Air Miles,Letter,Low,1,No,High,2,1,2,No,820.0
10474,No,Points,Letter,High,1,No,Low,2,1,5,Yes,1161.75
10475,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,No,1092.75
10476,No,Air Miles,Letter,High,1,Yes,High,2,2,4,Yes,1033.25
10477,No,Cash Back,Letter,Medium,2,No,Low,3,1,2,Yes,1029.75
10478,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1022.0
10479,No,Points,Letter,Medium,1,No,High,3,2,3,Yes,1194.25
10480,No,Points,Letter,Low,1,No,Medium,2,1,2,Yes,262.0
10481,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1060.25
10482,No,Points,Letter,Medium,2,No,Low,1,1,4,Yes,313.0
10483,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,1295.25
10484,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,1081.5
10485,No,Air Miles,Letter,Medium,1,No,Medium,2,1,1,No,151.0
10486,No,Points,Postcard,Medium,1,No,High,2,1,2,No,1220.25
10487,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,266.25
10488,No,Points,Postcard,High,2,No,High,1,1,1,Yes,1265.5
10489,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,1070.0
10490,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1152.5
10491,No,Air Miles,Postcard,Low,1,No,Low,1,1,2,Yes,914.75
10492,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,310.25
10493,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,852.0
10494,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1345.0
10495,No,Cash Back,Letter,High,3,No,Low,3,2,4,Yes,728.75
10496,No,Cash Back,Letter,Medium,1,No,Low,2,2,3,Yes,182.0
10497,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,1036.25
10498,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,887.5
10499,No,Cash Back,Letter,High,1,No,Medium,2,1,3,Yes,1190.25
10500,No,Air Miles,Letter,Low,1,No,Low,2,1,4,No,987.25
10501,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,955.0
10502,No,Points,Letter,High,1,No,Medium,2,1,3,No,1106.25
10503,No,Air Miles,Letter,Low,1,No,Medium,1,1,2,Yes,1006.5
10504,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,769.0
10505,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,No,949.25
10506,No,Air Miles,Postcard,Low,1,No,Medium,2,2,6,Yes,958.75
10507,No,Cash Back,Letter,High,2,No,High,2,1,3,Yes,345.75
10508,No,Points,Letter,Medium,1,Yes,Low,2,1,3,Yes,972.0
10509,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,674.5
10510,No,Points,Letter,High,2,No,Medium,1,1,3,No,1136.25
10511,No,Air Miles,Postcard,High,1,Yes,Medium,1,1,2,Yes,902.0
10512,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,4,Yes,787.75
10513,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,787.0
10514,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1283.75
10515,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,344.5
10516,No,Cash Back,Postcard,Low,2,No,Low,1,1,4,No,1379.25
10517,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,No,992.5
10518,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,No,1065.25
10519,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,Yes,950.5
10520,No,Cash Back,Letter,High,1,Yes,Low,1,1,4,Yes,1112.75
10521,No,Cash Back,Postcard,Medium,1,No,High,1,2,2,Yes,936.0
10522,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1064.5
10523,No,Cash Back,Letter,Medium,2,No,High,2,1,5,No,1179.25
10524,No,Points,Postcard,High,1,No,High,2,1,3,Yes,964.0
10525,No,Points,Postcard,Low,1,No,High,3,1,2,No,338.5
10526,No,Points,Postcard,High,1,No,Medium,3,1,4,Yes,1293.0
10527,No,Air Miles,Letter,High,1,No,Low,3,1,2,No,1092.5
10528,No,Air Miles,Postcard,Low,1,Yes,High,3,2,3,Yes,1055.0
10529,No,Air Miles,Letter,Medium,2,Yes,Low,2,1,3,Yes,1173.25
10530,No,Points,Postcard,High,2,No,Medium,2,1,3,No,1002.0
10531,No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,1134.75
10532,No,Points,Letter,High,1,Yes,Medium,2,1,3,Yes,1161.75
10533,No,Points,Letter,Medium,2,Yes,High,2,1,4,No,1203.75
10534,No,Air Miles,Letter,High,2,Yes,Low,2,1,2,No,1308.75
10535,No,Cash Back,Postcard,High,1,No,High,2,1,4,Yes,1012.75
10536,No,Air Miles,Postcard,Low,2,Yes,Medium,1,1,3,Yes,715.75
10537,No,Cash Back,Letter,High,1,No,High,2,2,5,No,1170.25
10538,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1134.5
10539,No,Cash Back,Letter,Low,1,No,High,1,1,2,No,1182.75
10540,No,Cash Back,Letter,High,2,No,Low,1,1,3,No,254.0
10541,No,Cash Back,Letter,Medium,2,No,Low,1,1,5,No,728.0
10542,No,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,No,1033.25
10543,No,Cash Back,Letter,Low,1,No,Medium,2,3,1,Yes,1680.25
10544,No,Air Miles,Letter,Low,1,No,Low,2,2,4,No,346.0
10545,No,Cash Back,Letter,High,1,Yes,Medium,2,1,5,No,1072.25
10546,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,276.25
10547,No,Points,Postcard,Low,2,No,Medium,2,1,2,No,1318.5
10548,No,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,1366.5
10549,No,Cash Back,Letter,Low,1,Yes,Low,2,1,5,No,1208.5
10550,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,No,1239.5
10551,No,Cash Back,Letter,Medium,1,Yes,Low,1,1,3,No,760.25
10552,No,Points,Letter,High,2,No,Low,1,1,4,No,123.5
10553,No,Points,Postcard,Medium,1,No,High,3,1,4,Yes,931.25
10554,No,Points,Postcard,Medium,3,No,Low,3,1,3,Yes,1077.25
10555,No,Cash Back,Letter,Medium,1,Yes,High,1,1,4,Yes,1139.5
10556,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,Yes,764.0
10557,No,Points,Letter,High,2,No,Low,2,1,4,Yes,710.0
10558,No,Air Miles,Letter,High,1,No,High,3,1,3,Yes,977.0
10559,No,Air Miles,Letter,Low,2,Yes,High,3,1,3,No,1425.25
10560,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,No,703.5
10561,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,1106.5
10562,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,1142.0
10563,No,Cash Back,Postcard,High,1,No,Low,1,1,2,Yes,966.25
10564,No,Air Miles,Letter,Low,1,Yes,High,3,1,4,Yes,265.0
10565,No,Cash Back,Postcard,Medium,2,No,High,1,2,4,Yes,1412.0
10566,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,No,1116.75
10567,No,Air Miles,Letter,Medium,1,Yes,High,1,1,4,Yes,2430.0
10568,No,Points,Letter,Medium,1,No,Low,3,1,4,Yes,805.75
10569,No,Air Miles,Postcard,Medium,2,No,High,1,1,2,Yes,1265.25
10570,No,Cash Back,Postcard,High,1,No,Medium,3,1,5,Yes,1215.75
10571,No,Air Miles,Postcard,Medium,1,No,High,2,3,4,Yes,972.75
10572,No,Cash Back,Letter,High,1,No,High,1,1,6,Yes,1463.5
10573,No,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,736.75
10574,No,Cash Back,Letter,Medium,1,No,Low,3,2,3,Yes,699.75
10575,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1016.5
10576,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,3,No,1757.5
10577,No,Points,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,815.75
10578,No,Points,Postcard,Medium,1,No,High,1,2,3,Yes,813.25
10579,No,Points,Postcard,Medium,1,No,Low,2,1,4,No,1035.25
10580,No,Cash Back,Letter,Medium,1,No,Low,3,1,3,Yes,926.25
10581,No,Air Miles,Postcard,Low,1,No,Medium,1,1,6,Yes,1149.0
10582,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1051.25
10583,No,Cash Back,Postcard,Low,1,No,High,1,1,2,Yes,874.0
10584,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1243.75
10585,No,Cash Back,Postcard,Medium,3,No,High,1,1,4,No,973.0
10586,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,1125.75
10587,No,Cash Back,Letter,Low,1,No,Medium,3,2,2,Yes,682.5
10588,No,Cash Back,Letter,Low,1,No,Low,1,2,3,Yes,1009.25
10589,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,813.5
10590,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,6,Yes,1141.5
10591,No,Air Miles,Postcard,Medium,1,No,High,1,1,5,Yes,800.25
10592,No,Air Miles,Letter,High,2,No,Low,2,2,3,Yes,1066.25
10593,No,Air Miles,Letter,Medium,2,No,Medium,1,1,3,No,1419.75
10594,No,Air Miles,Postcard,Low,2,No,Low,2,3,4,No,920.5
10595,No,Air Miles,Postcard,High,2,No,Medium,2,1,2,Yes,1020.0
10596,No,Points,Postcard,Medium,1,No,High,2,2,2,Yes,756.25
10597,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,No,1012.5
10598,No,Points,Postcard,High,1,No,High,2,1,3,Yes,1165.5
10599,No,Cash Back,Letter,High,1,No,High,2,2,3,Yes,225.0
10600,No,Air Miles,Letter,High,1,Yes,Low,2,1,4,Yes,1219.75
10601,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1066.75
10602,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,977.0
10603,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,1210.5
10604,No,Air Miles,Letter,High,1,No,Medium,3,2,4,Yes,795.0
10605,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1043.75
10606,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1109.0
10607,No,Points,Letter,Medium,1,Yes,Medium,1,1,2,Yes,877.75
10608,No,Points,Letter,Medium,1,No,Medium,2,2,6,Yes,365.25
10609,No,Cash Back,Letter,Medium,2,No,High,1,2,3,Yes,1315.0
10610,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,1139.75
10611,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,726.25
10612,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1014.0
10613,No,Cash Back,Letter,Low,1,No,Low,3,1,3,No,228.5
10614,No,Points,Letter,Low,2,Yes,Medium,3,1,2,Yes,728.0
10615,No,Cash Back,Postcard,Medium,2,No,Medium,3,1,4,Yes,1199.75
10616,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1675.25
10617,No,Air Miles,Letter,Medium,1,No,High,1,2,5,No,999.0
10618,No,Cash Back,Letter,High,1,Yes,Low,2,1,2,Yes,301.25
10619,No,Points,Postcard,Medium,2,No,Low,2,1,3,No,1068.0
10620,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,957.0
10621,No,Points,Letter,Low,2,No,High,2,1,4,Yes,1017.5
10622,No,Air Miles,Postcard,Low,1,No,Medium,3,2,3,Yes,998.0
10623,No,Points,Letter,Low,1,Yes,Low,1,2,1,No,1200.25
10624,No,Air Miles,Letter,High,1,No,High,2,1,2,No,620.25
10625,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,653.0
10626,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1320.25
10627,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,1,Yes,1157.5
10628,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,274.5
10629,No,Points,Postcard,Medium,1,No,Low,1,1,3,No,692.5
10630,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,393.5
10631,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,429.5
10632,No,Cash Back,Letter,Medium,2,No,Low,3,1,5,Yes,1232.5
10633,No,Air Miles,Postcard,Low,1,No,Medium,3,1,3,Yes,1120.75
10634,No,Air Miles,Letter,High,1,No,High,2,1,2,No,1128.75
10635,No,Air Miles,Postcard,Medium,2,Yes,Low,3,1,3,No,1721.5
10636,No,Cash Back,Postcard,High,1,No,Medium,3,1,3,Yes,877.5
10637,No,Points,Postcard,High,1,No,Low,2,1,4,No,1095.75
10638,No,Points,Letter,Medium,1,No,Low,2,1,3,No,865.75
10639,No,Air Miles,Letter,Medium,2,No,High,1,2,5,No,1373.25
10640,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,No,1333.25
10641,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,1514.0
10642,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,958.0
10643,No,Points,Postcard,Low,1,No,Medium,2,1,2,Yes,1252.75
10644,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,1199.0
10645,No,Points,Postcard,Low,1,No,Medium,2,2,4,No,1386.25
10646,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,No,988.25
10647,No,Cash Back,Letter,Medium,2,No,Low,1,1,5,Yes,1030.0
10648,No,Cash Back,Postcard,High,2,No,Low,3,1,4,No,1041.75
10649,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,772.5
10650,No,Points,Letter,Low,1,No,Low,1,1,5,No,412.0
10651,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,205.5
10652,No,Points,Letter,Low,1,No,High,1,1,4,No,1006.75
10653,No,Points,Postcard,High,1,No,High,2,1,3,Yes,1022.5
10654,No,Points,Letter,Low,1,No,High,2,1,4,No,1002.0
10655,No,Points,Letter,High,1,No,Medium,2,1,4,Yes,1018.0
10656,No,Points,Letter,High,2,Yes,Low,1,2,4,Yes,184.5
10657,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,1,Yes,912.0
10658,No,Air Miles,Postcard,High,1,No,Medium,2,1,2,Yes,280.25
10659,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1255.75
10660,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,980.25
10661,No,Points,Letter,Medium,1,No,Low,3,1,2,No,1185.75
10662,No,Air Miles,Letter,Medium,2,No,Medium,1,1,3,No,1046.75
10663,No,Air Miles,Letter,Low,1,No,High,1,2,5,Yes,855.75
10664,No,Air Miles,Postcard,Medium,2,No,High,3,1,4,No,1848.75
10665,No,Points,Letter,Medium,3,No,High,1,1,2,Yes,2609.5
10666,No,Air Miles,Letter,Medium,1,No,High,1,3,2,Yes,1321.25
10667,No,Points,Postcard,High,1,No,Medium,1,1,3,No,1375.25
10668,No,Cash Back,Letter,High,2,No,Low,2,1,4,Yes,1183.0
10669,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,577.75
10670,No,Air Miles,Postcard,High,2,No,High,1,1,4,No,324.75
10671,No,Points,Letter,High,1,No,Medium,1,1,4,No,1124.25
10672,No,Points,Letter,High,1,No,Medium,1,2,3,Yes,988.5
10673,No,Points,Postcard,Low,1,Yes,Medium,2,1,4,Yes,843.0
10674,No,Air Miles,Postcard,Low,1,Yes,Medium,1,1,3,Yes,771.5
10675,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,1310.25
10676,No,Air Miles,Letter,Medium,1,No,High,2,1,4,No,256.0
10677,No,Points,Letter,Medium,1,Yes,High,2,2,5,Yes,1370.0
10678,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,947.0
10679,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1244.25
10680,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,1096.5
10681,No,Points,Letter,Medium,2,Yes,Low,1,1,4,No,235.0
10682,No,Points,Letter,Medium,1,No,High,3,1,5,Yes,1055.25
10683,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,864.5
10684,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,918.75
10685,No,Air Miles,Postcard,Medium,1,Yes,Low,3,1,4,Yes,1145.75
10686,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,798.25
10687,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,710.0
10688,No,Points,Letter,Low,1,Yes,Low,2,1,4,Yes,1164.0
