,Offer Accepted,Reward,Mailer Type,Income Level,Credit Rating,# Credit Cards Held,Household Size
9627,No,Air Miles,Letter,Medium,Medium,2,4
9628,No,Cash Back,Letter,Medium,Low,1,4
9629,No,Cash Back,Letter,High,Low,1,3
9630,No,Air Miles,Letter,Medium,Low,1,3
9631,No,Points,Postcard,Medium,Low,1,4
9632,No,Points,Postcard,Low,High,2,3
9633,No,Air Miles,Postcard,Low,Medium,2,3
9634,No,Points,Postcard,Low,Medium,1,1
9635,No,Points,Letter,Medium,Low,2,3
9636,No,Air Miles,Letter,Low,Medium,1,4
9637,No,Air Miles,Postcard,Medium,High,3,3
9638,No,Air Miles,Postcard,High,Medium,1,3
9639,No,Air Miles,Letter,Medium,Low,3,3
9640,No,Cash Back,Postcard,High,Low,2,4
9641,No,Points,Postcard,Medium,High,2,3
9642,No,Points,Postcard,Medium,Medium,1,3
9643,No,Cash Back,Letter,Low,High,2,2
9644,No,Points,Postcard,Medium,Low,3,3
9645,No,Points,Letter,Medium,Low,2,3
9646,No,Points,Letter,Medium,High,2,3
9647,No,Cash Back,Letter,Medium,Medium,2,4
9648,No,Cash Back,Postcard,High,Medium,2,6
9649,No,Cash Back,Letter,High,Low,1,3
9650,No,Cash Back,Letter,Medium,Low,2,2
9651,No,Points,Letter,Low,Low,1,3
9652,No,Cash Back,Postcard,Medium,Medium,2,5
9653,No,Cash Back,Postcard,Medium,Medium,2,3
9654,No,Points,Letter,Medium,Medium,2,3
9655,No,Points,Letter,High,Low,1,4
9656,No,Points,Postcard,Medium,High,1,3
9657,No,Air Miles,Letter,Medium,Medium,1,4
9658,No,Points,Letter,Low,Low,1,2
9659,No,Cash Back,Letter,Medium,Low,3,4
9660,No,Cash Back,Postcard,High,Medium,1,5
9661,No,Air Miles,Letter,Medium,Medium,2,5
9662,No,Points,Postcard,High,High,1,4
9663,No,Points,Letter,High,Low,2,3
9664,No,Air Miles,Postcard,Medium,Low,2,3
9665,No,Points,Postcard,Low,High,2,3
9666,No,Cash Back,Letter,Low,High,3,4
9667,No,Cash Back,Postcard,High,High,2,3
9668,No,Points,Letter,Low,High,2,6
9669,No,Points,Postcard,High,Medium,1,3
9670,No,Air Miles,Letter,Medium,High,2,5
9671,No,Air Miles,Letter,Medium,Medium,1,2
9672,No,Points,Letter,Medium,High,2,2
9673,No,Air Miles,Postcard,High,Medium,1,4
9674,No,Points,Postcard,Medium,Low,3,2
9675,No,Points,Letter,Medium,Low,2,4
9676,No,Points,Postcard,Medium,Medium,2,4
9677,No,Air Miles,Postcard,Low,Low,1,2
9678,No,Air Miles,Letter,Medium,Medium,1,3
9679,No,Cash Back,Letter,High,Medium,2,3
9680,No,Points,Postcard,Medium,High,2,2
9681,No,Points,Postcard,Low,Low,3,5
9682,No,Air Miles,Postcard,Low,Low,1,4
9683,No,Cash Back,Postcard,Medium,Low,2,4
9684,No,Air Miles,Letter,High,Medium,2,5
9685,No,Points,Postcard,High,Medium,2,6
9686,No,Cash Back,Postcard,Low,Low,1,2
9687,No,Points,Postcard,High,Low,3,4
9688,No,Points,Letter,High,Medium,3,2
9689,No,Cash Back,Postcard,Medium,High,1,6
9690,No,Points,Letter,Low,High,2,1
9691,No,Points,Postcard,Medium,Medium,1,2
9692,No,Air Miles,Postcard,High,High,2,1
9693,No,Cash Back,Postcard,Medium,Medium,3,4
9694,No,Air Miles,Letter,Low,High,1,3
9695,No,Points,Letter,Low,High,3,4
9696,No,Cash Back,Letter,Medium,High,2,3
9697,No,Cash Back,Postcard,Low,High,3,4
9698,No,Air Miles,Postcard,Medium,High,2,4
9699,No,Air Miles,Postcard,Medium,High,3,2
9700,No,Points,Postcard,High,High,3,2
9701,No,Points,Postcard,Low,High,1,4
9702,No,Cash Back,Letter,Low,Medium,2,5
9703,No,Cash Back,Postcard,Low,Medium,2,5
9704,No,Points,Letter,Medium,High,2,5
9705,No,Points,Postcard,Low,Medium,1,1
9706,No,Air Miles,Postcard,High,Medium,1,2
9707,No,Air Miles,Letter,Medium,Low,2,5
9708,No,Points,Letter,High,High,1,4
9709,No,Points,Postcard,High,Low,3,3
9710,No,Points,Postcard,Medium,Low,3,3
9711,No,Air Miles,Postcard,Medium,High,2,3
9712,No,Air Miles,Postcard,Medium,Low,3,4
9713,No,Points,Postcard,High,Low,2,5
9714,No,Air Miles,Postcard,High,Low,3,6
9715,No,Points,Postcard,Medium,High,2,2
9716,No,Points,Letter,Medium,Medium,3,4
9717,No,Cash Back,Letter,High,Medium,3,3
9718,No,Points,Letter,High,High,3,4
9719,No,Points,Letter,Low,High,3,4
9720,No,Points,Letter,Medium,Medium,1,3
9721,No,Cash Back,Letter,Medium,High,1,3
9722,No,Air Miles,Postcard,Medium,Medium,1,3
9723,No,Points,Postcard,Low,Low,1,3
9724,No,Cash Back,Postcard,Medium,High,2,1
9725,No,Air Miles,Letter,High,Medium,2,2
9726,No,Points,Letter,Low,Medium,3,1
9727,No,Air Miles,Letter,Medium,Low,1,3
9728,No,Points,Postcard,Low,High,1,5
9729,No,Air Miles,Letter,Medium,Low,2,4
9730,No,Points,Letter,High,Medium,1,4
9731,No,Cash Back,Letter,High,High,2,2
9732,No,Cash Back,Letter,Low,High,1,3
9733,No,Points,Letter,Medium,Low,1,3
9734,No,Air Miles,Postcard,Medium,Medium,2,3
9735,No,Air Miles,Letter,Low,High,2,3
9736,No,Air Miles,Postcard,Medium,Medium,1,4
9737,No,Cash Back,Postcard,Medium,Medium,1,2
9738,No,Points,Letter,Low,Medium,3,2
9739,No,Cash Back,Postcard,Low,Medium,2,3
9740,No,Cash Back,Letter,Medium,Medium,2,4
9741,No,Air Miles,Postcard,High,High,1,3
9742,No,Air Miles,Postcard,Medium,High,3,5
9743,No,Air Miles,Letter,Medium,High,1,4
9744,No,Points,Letter,Medium,Low,1,3
9745,No,Air Miles,Postcard,Medium,Low,2,3
9746,No,Points,Letter,Low,Medium,1,4
9747,No,Air Miles,Letter,Medium,Low,1,5
9748,No,Cash Back,Letter,Medium,Low,3,3
9749,No,Cash Back,Postcard,Medium,High,2,5
9750,No,Points,Postcard,High,Low,3,5
9751,No,Air Miles,Letter,Medium,Low,2,3
9752,No,Cash Back,Letter,Medium,Medium,2,2
9753,No,Cash Back,Postcard,Medium,High,1,2
9754,No,Air Miles,Postcard,High,Low,2,5
9755,No,Points,Letter,Low,High,2,3
9756,No,Points,Postcard,Low,Medium,2,3
9757,No,Cash Back,Letter,Medium,High,1,5
9758,No,Air Miles,Letter,High,Medium,2,4
9759,No,Cash Back,Letter,Medium,Medium,2,4
9760,No,Air Miles,Postcard,Medium,High,3,1
9761,No,Points,Postcard,Low,Medium,2,3
9762,No,Points,Postcard,High,High,1,2
9763,No,Cash Back,Letter,Medium,Medium,2,4
9764,No,Points,Postcard,Medium,High,2,3
9765,No,Points,Postcard,Medium,High,2,2
9766,No,Air Miles,Letter,Medium,Low,1,4
9767,No,Points,Postcard,Medium,Medium,1,4
9768,No,Air Miles,Postcard,Low,Medium,2,4
9769,No,Cash Back,Letter,Medium,High,2,3
9770,No,Points,Postcard,High,Medium,1,3
9771,No,Air Miles,Letter,Medium,Medium,2,3
9772,No,Cash Back,Postcard,Low,Low,1,4
9773,No,Points,Letter,Medium,High,1,3
9774,No,Cash Back,Postcard,Medium,Low,2,3
9775,No,Points,Postcard,Medium,Medium,1,3
9776,No,Air Miles,Postcard,Low,Low,2,4
9777,No,Air Miles,Letter,Medium,Low,1,4
9778,No,Air Miles,Postcard,Medium,Low,1,4
9779,No,Cash Back,Letter,Low,High,1,3
9780,No,Air Miles,Postcard,Low,High,3,2
9781,No,Air Miles,Letter,High,High,1,2
9782,No,Points,Letter,Low,Medium,1,3
9783,No,Air Miles,Postcard,Medium,High,2,3
9784,No,Air Miles,Letter,Low,Low,1,3
9785,No,Cash Back,Postcard,Medium,Medium,2,2
9786,No,Points,Postcard,Medium,Low,3,3
9787,No,Points,Postcard,Medium,Low,3,5
9788,No,Air Miles,Postcard,Medium,High,3,3
9789,No,Air Miles,Letter,Low,Medium,2,4
9790,No,Air Miles,Postcard,Medium,Low,2,3
9791,No,Cash Back,Letter,Low,Medium,2,4
9792,No,Air Miles,Letter,High,Medium,1,4
9793,No,Cash Back,Postcard,High,Low,2,2
9794,No,Points,Postcard,Low,Medium,2,4
9795,No,Air Miles,Letter,High,Low,2,4
9796,No,Air Miles,Letter,Low,Low,1,5
9797,No,Air Miles,Letter,Low,Low,2,4
9798,No,Cash Back,Postcard,Medium,Medium,2,2
9799,No,Cash Back,Postcard,Medium,High,2,4
9800,No,Points,Letter,High,Medium,2,3
9801,No,Air Miles,Letter,High,High,2,4
9802,No,Points,Letter,Medium,Low,1,2
9803,No,Air Miles,Letter,Medium,Medium,2,4
9804,No,Air Miles,Postcard,High,Medium,2,5
9805,No,Cash Back,Postcard,Medium,Medium,2,3
9806,No,Points,Postcard,High,Medium,2,3
9807,No,Points,Postcard,Medium,Low,1,5
9808,No,Air Miles,Postcard,Medium,High,2,4
9809,No,Cash Back,Letter,Medium,Medium,2,5
9810,No,Points,Postcard,High,High,1,3
9811,No,Points,Letter,Medium,Medium,1,2
9812,No,Points,Postcard,Medium,Medium,3,4
9813,No,Air Miles,Letter,Low,Medium,3,5
9814,No,Air Miles,Postcard,Medium,Medium,1,4
9815,No,Points,Letter,Medium,High,1,4
9816,No,Cash Back,Letter,Medium,Low,2,2
9817,No,Points,Letter,High,Medium,1,3
9818,No,Cash Back,Postcard,Medium,Low,1,3
9819,No,Cash Back,Postcard,Low,Medium,2,4
9820,No,Points,Postcard,Low,Low,2,3
9821,No,Cash Back,Letter,Medium,Medium,1,4
9822,No,Points,Letter,Medium,High,2,4
9823,No,Points,Postcard,Low,High,2,4
9824,No,Air Miles,Letter,Medium,Low,2,3
9825,No,Points,Letter,High,Low,3,2
9826,No,Cash Back,Postcard,High,Low,2,4
9827,No,Air Miles,Letter,Low,High,2,2
9828,No,Air Miles,Letter,Medium,Medium,2,5
9829,No,Points,Letter,High,Medium,2,5
9830,No,Air Miles,Letter,Low,Low,1,3
9831,No,Points,Postcard,Medium,Medium,2,2
9832,No,Cash Back,Letter,High,Medium,2,4
9833,No,Points,Postcard,Medium,Medium,1,6
9834,No,Points,Letter,Low,Medium,1,4
9835,No,Air Miles,Letter,High,High,3,4
9836,No,Points,Postcard,Low,High,3,5
9837,No,Points,Postcard,Medium,Medium,1,2
9838,No,Cash Back,Postcard,Medium,Medium,2,3
9839,No,Cash Back,Postcard,Low,Medium,1,3
9840,No,Cash Back,Letter,Low,High,2,4
9841,No,Air Miles,Letter,Medium,Low,3,3
9842,No,Air Miles,Letter,Low,Medium,1,5
9843,No,Cash Back,Postcard,Medium,Low,2,6
9844,No,Points,Letter,Medium,High,3,4
9845,No,Air Miles,Letter,Medium,High,2,2
9846,No,Cash Back,Postcard,Medium,High,1,4
9847,No,Points,Postcard,Low,High,1,2
9848,No,Air Miles,Letter,Medium,High,1,3
9849,No,Cash Back,Letter,Medium,Low,1,4
9850,No,Points,Postcard,High,Low,1,4
9851,No,Cash Back,Postcard,High,Low,2,4
9852,No,Points,Letter,Low,Medium,2,4
9853,No,Air Miles,Letter,Medium,Low,1,4
9854,No,Air Miles,Postcard,Low,Medium,2,2
9855,No,Air Miles,Letter,Medium,Low,1,2
9856,No,Points,Letter,Medium,Medium,2,2
9857,No,Points,Letter,High,High,1,2
9858,No,Points,Letter,Medium,Medium,2,2
9859,No,Points,Letter,Medium,High,3,4
9860,No,Points,Postcard,Low,High,1,4
9861,No,Cash Back,Postcard,High,Medium,3,5
9862,No,Air Miles,Letter,Low,High,2,5
9863,No,Points,Postcard,Medium,Low,1,4
9864,No,Cash Back,Letter,Medium,Medium,3,3
9865,No,Points,Letter,High,Medium,1,2
9866,No,Cash Back,Postcard,High,Low,2,2
9867,No,Air Miles,Postcard,High,Medium,3,3
9868,No,Air Miles,Letter,Medium,Low,2,4
9869,No,Air Miles,Postcard,High,Low,2,3
9870,No,Points,Letter,Medium,High,2,3
9871,No,Cash Back,Postcard,Low,Medium,3,1
9872,No,Air Miles,Letter,High,High,3,5
9873,No,Cash Back,Postcard,High,High,1,3
9874,No,Air Miles,Letter,High,Medium,1,6
9875,No,Air Miles,Postcard,Medium,Medium,3,3
9876,No,Points,Letter,High,High,2,5
9877,No,Cash Back,Letter,High,Medium,2,4
9878,No,Air Miles,Letter,High,High,1,3
9879,No,Cash Back,Postcard,Medium,Medium,2,3
9880,No,Cash Back,Postcard,Low,High,1,5
9881,No,Points,Postcard,Low,Medium,2,4
9882,No,Air Miles,Letter,Medium,Low,2,3
9883,No,Cash Back,Letter,Medium,Medium,2,4
9884,No,Points,Postcard,Medium,Low,3,4
9885,No,Points,Letter,High,Low,3,3
9886,No,Cash Back,Postcard,Low,Low,2,4
9887,No,Cash Back,Letter,Low,Medium,2,3
9888,No,Cash Back,Postcard,High,High,2,3
9889,No,Cash Back,Postcard,High,High,1,5
9890,No,Points,Postcard,High,Medium,2,5
9891,No,Cash Back,Postcard,Low,High,3,3
9892,No,Cash Back,Postcard,Medium,Low,3,5
9893,No,Air Miles,Letter,Medium,Low,2,3
9894,No,Cash Back,Postcard,Medium,Medium,1,2
9895,No,Points,Postcard,High,High,1,5
9896,No,Air Miles,Postcard,High,Medium,2,3
9897,No,Air Miles,Letter,Medium,Low,1,4
9898,No,Cash Back,Postcard,High,Medium,1,2
9899,No,Air Miles,Postcard,Low,Medium,1,4
9900,No,Cash Back,Postcard,Medium,Medium,2,3
9901,No,Cash Back,Postcard,Medium,High,2,4
9902,No,Points,Letter,High,High,1,3
9903,No,Air Miles,Postcard,Low,High,1,5
9904,No,Points,Letter,Medium,Low,1,3
9905,No,Points,Postcard,Medium,High,2,3
9906,No,Cash Back,Postcard,High,Medium,3,4
9907,No,Points,Postcard,Medium,Medium,1,2
9908,No,Cash Back,Letter,Medium,Medium,3,5
9909,No,Points,Letter,Low,Medium,1,2
9910,No,Air Miles,Letter,Medium,High,2,4
9911,No,Cash Back,Letter,High,Medium,1,5
9912,No,Cash Back,Letter,Medium,Medium,1,2
9913,No,Points,Postcard,Low,High,2,5
9914,No,Points,Postcard,High,High,2,5
9915,No,Cash Back,Postcard,Medium,Low,2,3
9916,No,Points,Postcard,Low,High,2,2
9917,No,Points,Postcard,High,Medium,1,3
9918,No,Points,Postcard,Medium,High,3,2
9919,No,Cash Back,Letter,Medium,Low,1,3
9920,No,Air Miles,Letter,Medium,High,1,1
9921,No,Cash Back,Postcard,Medium,High,1,6
9922,No,Air Miles,Letter,High,Medium,1,3
9923,No,Air Miles,Letter,High,Low,1,3
9924,No,Points,Postcard,Medium,High,1,3
9925,No,Points,Letter,Medium,Low,2,3
9926,No,Points,Postcard,Medium,High,3,5
9927,No,Cash Back,Postcard,Medium,Low,3,3
9928,No,Cash Back,Postcard,Medium,Medium,1,3
9929,No,Air Miles,Postcard,Low,Medium,1,5
9930,No,Cash Back,Postcard,Medium,Low,1,2
9931,No,Air Miles,Letter,Low,High,2,4
9932,No,Cash Back,Letter,Medium,Low,3,5
9933,No,Points,Letter,Low,Medium,2,4
9934,No,Points,Postcard,High,Medium,1,4
9935,No,Points,Letter,Low,High,1,5
9936,No,Air Miles,Letter,Medium,Low,3,3
9937,No,Air Miles,Letter,Low,Low,2,3
9938,No,Cash Back,Postcard,Low,Medium,2,4
9939,No,Cash Back,Letter,Medium,High,3,3
9940,No,Air Miles,Postcard,Low,Medium,2,3
9941,No,Points,Letter,High,High,1,4
9942,No,Cash Back,Letter,High,Low,1,2
9943,No,Cash Back,Letter,Medium,High,3,4
9944,No,Air Miles,Letter,Low,Low,1,5
9945,No,Cash Back,Letter,Low,High,3,3
9946,No,Cash Back,Letter,Medium,High,1,5
9947,No,Air Miles,Postcard,Medium,Medium,1,3
9948,No,Cash Back,Letter,Low,High,1,4
9949,No,Cash Back,Letter,High,Medium,3,3
9950,No,Air Miles,Postcard,Medium,Medium,2,3
9951,No,Air Miles,Postcard,Low,Medium,2,3
9952,No,Points,Letter,Medium,Medium,1,3
9953,No,Points,Postcard,High,Low,2,3
9954,No,Air Miles,Postcard,High,High,2,3
9955,No,Points,Letter,Medium,Medium,1,4
9956,No,Points,Letter,Medium,High,3,3
9957,No,Points,Letter,High,Medium,2,3
9958,No,Points,Postcard,Medium,High,2,2
9959,No,Points,Letter,High,High,2,3
9960,No,Points,Letter,Medium,High,2,3
9961,No,Air Miles,Letter,High,Medium,1,3
9962,No,Air Miles,Postcard,Low,Medium,2,4
9963,No,Points,Postcard,High,High,3,5
9964,No,Air Miles,Postcard,Low,Low,2,2
9965,No,Air Miles,Postcard,Medium,High,2,4
9966,No,Air Miles,Letter,High,High,1,4
9967,No,Cash Back,Letter,Medium,Medium,2,4
9968,No,Cash Back,Letter,High,Low,2,3
9969,No,Cash Back,Postcard,Low,High,1,3
9970,No,Air Miles,Postcard,High,High,1,5
9971,No,Air Miles,Postcard,High,Low,1,2
9972,No,Cash Back,Letter,High,Low,2,2
9973,No,Points,Letter,High,Medium,2,1
9974,No,Points,Postcard,Medium,Medium,2,3
9975,No,Air Miles,Letter,Medium,High,1,5
9976,No,Cash Back,Letter,Medium,Medium,2,5
9977,No,Air Miles,Postcard,High,Low,3,5
9978,No,Air Miles,Postcard,Low,Medium,3,2
9979,No,Points,Letter,Low,Low,3,2
9980,No,Air Miles,Letter,High,High,2,3
9981,No,Cash Back,Letter,Medium,Medium,1,5
9982,No,Points,Letter,High,High,3,4
9983,No,Points,Postcard,High,High,1,2
9984,No,Points,Postcard,Medium,Low,1,4
9985,No,Cash Back,Letter,Medium,Medium,1,3
9986,No,Points,Postcard,Medium,Low,2,3
9987,No,Air Miles,Postcard,Medium,High,2,4
9988,No,Air Miles,Letter,Medium,Low,3,2
9989,No,Points,Postcard,Medium,Medium,3,4
9990,No,Cash Back,Postcard,High,Medium,3,4
9991,No,Cash Back,Postcard,Medium,High,1,2
9992,No,Air Miles,Postcard,Low,High,2,5
9993,No,Cash Back,Letter,Low,Medium,2,3
9994,No,Points,Postcard,High,High,1,4
9995,No,Points,Letter,High,Medium,1,3
9996,No,Cash Back,Letter,Medium,Medium,3,5
9997,No,Points,Postcard,High,High,1,5
9998,No,Cash Back,Letter,High,Low,2,3
9999,No,Cash Back,Letter,Medium,Low,2,5
10000,No,Points,Letter,Low,High,1,4
10001,No,Points,Postcard,Medium,Medium,2,4
10002,No,Cash Back,Letter,High,High,2,5
10003,No,Cash Back,Postcard,Medium,Medium,3,1
10004,No,Air Miles,Postcard,Low,High,2,3
10005,No,Air Miles,Postcard,High,Low,3,3
10006,No,Cash Back,Postcard,Medium,Medium,3,2
10007,No,Cash Back,Letter,Medium,High,2,5
10008,No,Air Miles,Postcard,Medium,Low,2,5
10009,No,Cash Back,Postcard,High,Low,3,4
10010,No,Air Miles,Postcard,Medium,Medium,1,4
10011,No,Air Miles,Postcard,Medium,Low,2,3
10012,No,Cash Back,Postcard,Low,High,2,3
10013,No,Points,Letter,High,Low,2,3
10014,No,Air Miles,Postcard,High,High,3,4
10015,No,Points,Letter,High,Low,1,5
10016,No,Air Miles,Postcard,Low,High,1,3
10017,No,Cash Back,Postcard,Medium,Low,2,1
10018,No,Cash Back,Postcard,Medium,Low,1,5
10019,No,Air Miles,Postcard,Medium,High,2,3
10020,No,Points,Letter,Low,High,1,4
10021,No,Points,Postcard,Medium,Low,1,4
10022,No,Points,Postcard,High,Medium,1,5
10023,No,Cash Back,Letter,Low,Medium,2,3
10024,No,Cash Back,Postcard,Medium,High,1,2
10025,No,Cash Back,Letter,Low,High,1,5
10026,No,Air Miles,Letter,Low,Medium,2,5
10027,No,Cash Back,Letter,Medium,Low,1,2
10028,No,Cash Back,Letter,Medium,Low,1,4
10029,No,Air Miles,Postcard,Low,Low,2,4
10030,No,Cash Back,Letter,Low,High,2,2
10031,No,Cash Back,Postcard,High,Medium,3,5
10032,No,Cash Back,Letter,Low,High,2,5
10033,No,Cash Back,Postcard,Medium,Low,2,4
10034,No,Points,Letter,Medium,Medium,1,4
10035,No,Air Miles,Postcard,Medium,High,1,3
10036,No,Cash Back,Postcard,Medium,High,2,3
10037,No,Air Miles,Letter,Medium,High,2,5
10038,No,Points,Letter,Medium,Medium,2,3
10039,No,Points,Letter,Medium,Low,2,4
10040,No,Cash Back,Letter,Medium,Low,2,2
10041,No,Points,Postcard,Medium,Low,2,2
10042,No,Cash Back,Postcard,Low,High,2,3
10043,No,Points,Postcard,Low,Low,2,1
10044,No,Air Miles,Letter,Low,Low,1,3
10045,No,Cash Back,Letter,Low,Low,1,5
10046,No,Cash Back,Postcard,Medium,High,3,3
10047,No,Cash Back,Postcard,Medium,High,2,2
10048,No,Air Miles,Postcard,Medium,Medium,1,4
10049,No,Points,Letter,Low,Medium,1,3
10050,No,Points,Postcard,High,High,2,4
10051,No,Points,Letter,Medium,High,2,4
10052,No,Air Miles,Postcard,Low,High,2,4
10053,No,Points,Postcard,Medium,Medium,3,6
10054,No,Cash Back,Postcard,High,High,2,2
10055,No,Points,Letter,Medium,Low,1,3
10056,No,Points,Postcard,High,Low,1,5
10057,No,Air Miles,Letter,Medium,Low,1,2
10058,No,Points,Postcard,High,Medium,2,5
10059,No,Cash Back,Postcard,Medium,Medium,2,2
10060,No,Cash Back,Postcard,Medium,Medium,1,4
10061,No,Cash Back,Postcard,Low,High,2,3
10062,No,Points,Postcard,Medium,High,1,3
10063,No,Points,Postcard,Low,Medium,2,5
10064,No,Points,Postcard,Medium,High,1,4
10065,No,Air Miles,Letter,High,High,2,4
10066,No,Air Miles,Postcard,Medium,Low,3,5
10067,No,Air Miles,Letter,High,Medium,1,4
10068,No,Cash Back,Letter,Medium,High,2,4
10069,No,Cash Back,Postcard,High,Medium,2,6
10070,No,Cash Back,Letter,Low,High,2,4
10071,No,Points,Letter,High,Low,2,5
10072,No,Points,Letter,High,High,1,3
10073,No,Points,Letter,Low,Medium,2,4
10074,No,Cash Back,Letter,Low,Low,1,3
10075,No,Air Miles,Postcard,Medium,Medium,1,4
10076,No,Points,Postcard,Medium,High,3,3
10077,No,Air Miles,Letter,Medium,High,1,4
10078,No,Cash Back,Letter,Low,Medium,2,4
10079,No,Points,Letter,High,Medium,2,3
10080,No,Air Miles,Postcard,Medium,Low,1,2
10081,No,Air Miles,Postcard,Medium,Low,2,2
10082,No,Air Miles,Letter,High,Low,1,5
10083,No,Air Miles,Postcard,High,Medium,1,3
10084,No,Cash Back,Letter,Low,Low,2,2
10085,No,Points,Postcard,Medium,Low,2,5
10086,No,Cash Back,Letter,Medium,Low,1,3
10087,No,Points,Letter,Medium,Low,2,4
10088,No,Points,Postcard,Medium,Medium,2,3
10089,No,Cash Back,Letter,Medium,Medium,3,2
10090,No,Air Miles,Postcard,High,Medium,3,2
10091,No,Air Miles,Postcard,Medium,High,2,4
10092,No,Air Miles,Letter,Medium,Low,1,4
10093,No,Points,Postcard,Medium,Medium,3,2
10094,No,Points,Letter,Medium,Medium,2,5
10095,No,Cash Back,Letter,Medium,Low,2,5
10096,No,Cash Back,Postcard,Medium,High,1,3
10097,No,Cash Back,Letter,High,Low,1,4
10098,No,Points,Postcard,High,High,1,3
10099,No,Cash Back,Postcard,Medium,High,1,4
10100,No,Air Miles,Letter,Low,Medium,2,3
10101,No,Points,Letter,Low,High,2,1
10102,No,Points,Postcard,Medium,High,2,4
10103,No,Points,Letter,Low,Medium,2,5
10104,No,Cash Back,Postcard,Low,Medium,3,4
10105,No,Points,Postcard,Medium,Low,2,5
10106,No,Points,Letter,Medium,Low,2,3
10107,No,Points,Letter,Medium,High,3,2
10108,No,Cash Back,Letter,Medium,Low,1,5
10109,No,Points,Letter,High,Medium,2,3
10110,No,Cash Back,Letter,High,Medium,2,4
10111,No,Points,Letter,Medium,Low,1,4
10112,No,Air Miles,Letter,Medium,High,3,4
10113,No,Cash Back,Postcard,Low,High,3,3
10114,No,Cash Back,Postcard,High,High,2,2
10115,No,Cash Back,Letter,High,Medium,2,2
10116,No,Air Miles,Postcard,High,Medium,2,5
10117,No,Cash Back,Postcard,Low,Medium,3,3
10118,No,Points,Letter,High,Low,2,4
10119,No,Cash Back,Postcard,Medium,Medium,2,5
10120,No,Air Miles,Letter,High,High,1,5
10121,No,Air Miles,Letter,Low,High,1,4
10122,No,Points,Postcard,Medium,High,2,5
10123,No,Cash Back,Postcard,Low,Medium,1,3
10124,No,Points,Letter,High,Medium,2,3
10125,No,Cash Back,Letter,Medium,Low,3,3
10126,No,Points,Letter,Medium,Medium,2,5
10127,No,Points,Letter,Low,High,3,3
10128,No,Points,Postcard,Medium,Medium,1,4
10129,No,Cash Back,Postcard,Low,High,2,4
10130,No,Points,Letter,High,High,1,3
10131,No,Air Miles,Postcard,Low,Low,2,5
10132,No,Cash Back,Letter,Medium,Medium,3,2
10133,No,Air Miles,Letter,High,High,2,3
10134,No,Air Miles,Postcard,Medium,Medium,2,2
10135,No,Air Miles,Postcard,Medium,Low,2,5
10136,No,Air Miles,Postcard,Medium,Medium,2,4
10137,No,Cash Back,Postcard,Low,Low,1,3
10138,No,Air Miles,Postcard,Medium,Low,3,5
10139,No,Points,Postcard,Medium,Low,2,4
10140,No,Cash Back,Postcard,Medium,Low,1,4
10141,No,Cash Back,Letter,Medium,Medium,2,2
10142,No,Points,Letter,Medium,Medium,1,4
10143,No,Points,Postcard,High,Medium,1,3
10144,No,Cash Back,Letter,Low,Low,3,2
10145,No,Points,Postcard,Medium,High,2,3
10146,No,Points,Postcard,Medium,High,3,4
10147,No,Air Miles,Letter,Low,Medium,1,1
10148,No,Air Miles,Letter,High,High,1,3
10149,No,Points,Postcard,Medium,High,2,5
10150,No,Points,Letter,Medium,Medium,2,4
10151,No,Air Miles,Letter,Low,High,1,5
10152,No,Air Miles,Letter,Medium,Low,2,5
10153,No,Points,Letter,Medium,High,1,2
10154,No,Points,Postcard,High,Medium,3,3
10155,No,Cash Back,Postcard,High,High,2,2
